Item,,,,,Conduction,,,
"",Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
No.,,,,,Sticker No.,,,
1518,AXIS TOWER,2018,TOYOTA FORTUNER 2.4L 4X2 G DSL AT W3 006,NBA9032,A6Q509,FREEDOM WHITE,"250,920","940,000.00"
1519,AXIS TOWER,2019,TOYOTA FORTUNER 2.4L 4X2 G DSL MT -X2 -011,DAM1703,P1Q041,FREEDOM WHITE,"78,625","958,800.00"
"",,,,,,ATTITUDE BLACK,,
"",,,TOYOTA FORTUNER 2.8 LTD 4X2 A/T 2T PEARL -,,,,,
1520,ENTRATA,2023,,DBH4476,Z3L088,MICA(PER OR) WHITE,"2,467","1,501,600.00"
"",,,4Y,,,,,
"",,,,,,(PER ACTUAL),,
1521,PROMENADE,2017,TOYOTA FORTUNER 4x2 2.4L V DSL AT,CCL9925,VK2572,WHITE PEARL,"156,644","1,132,000.00"
1522,STA. MARIA,2013,TOYOTA FORTUNER G 4X2 AT DSL,WQY429,,GOLD MICA METALLIC,"82,420","555,050.00"
"",,,,,,SILVER MICA,,
1523,PROMENADE,2023,TOYOTA HI-ACE COMMUTER 3.0 M/T - ZB-022,DBI2776,Z5I666,,"2,402","1,250,000.00"
"",,,,,,METALLIC,,
1524,MARCELO GREEN,2018,TOYOTA HI-ACE COMMUTER 3.0L DSL MT IZ 007,CAN2094,A7E450,SILVER METALLIC,"52,772","796,000.00"
1525,SANFORD,2019,TOYOTA HI-ACE COMMUTER 3.0L DSL MT IZ 007,DAM5737,P2N094,SILVER METALLIIC,unavailable,"335,000.00"
"",,,TOYOTA HI-ACE COMMUTER 3.0L DSL MT ZJ,,,,,
1526,AXIS TOWER,2017,,DCP6980,VI0545,WHITE,"260,242","640,000.00"
"",,,WHITE,,,,,
"",,,TOYOTA HI-ACE COMMUTER 3.0L DSL MT ZJ,,,,,
1527,THE SIGNATURE,2017,,NDZ2021,WA5802,WHITE,"408,482","612,000.00"
"",,,WHITE,,,,,
1528,AXIS TOWER,2023,TOYOTA HIACE COMMUTER 3.0L DSL MT ZM 019,DBH5421,Z3D781,WHITE,"15,629","1,059,100.00"
1529,MARCELO GREEN,2020,TOYOTA HI-ACE COMMUTER DELUXE 2.8,NGG8340,P68549,SILVER METALLIC,"135,755","942,650.00"
"",,,TOYOTA HIACE COMMUTER DELUXE 2.8 DSL MT-,,,,,
1530,ENTRATA,2019,,NDJ8700,P2P293,SILVER METALLIC,"127,509","949,450.00"
"",,,ZB-04,,,,,
"",,,TOYOTA HI-ACE COMMUTER DELUXE 2.8 L DSL MT,,,,,
1531,ENTRATA,2019,,DAL7353,P1I860,WHITE,"84,453","1,044,000.00"
"",,,ZC,,,,,
1532,AXIS TOWER,2020,TOYOTA HIACE SUPER GRANDIA LEATHER AT DSL,DAO9292,P5J417,WHITE PEARL,"96,078","1,949,000.00"
1533,PROMENADE,2023,TOYOTA HILUX 2.4L CONQUEST 4X2 AT 0B 009,EAG1828,Z1O522,GRAY METALLIC,"25,158","1,244,700.00"
1534,SANFORD,2022,TOYOTA HILUX 2.8L 4X4 CONQUEST AT PC RK 005,S7Y694,DAR3387,EMOTIONAL RED,unavailable,"511,700.00"
1535,THE SIGNATURE,2023,TOYOTA INNOVA 2.8 E A/T - DS-018,DBI2464,Z5E655,BRACKISH RED,"31,838","1,154,250.00"
1536,THE SIGNATURE,2023,TOYOTA INNOVA 2.8 E A/T - DS-018,,Z3B329,BLACK,"4,555","1,125,000.00"
1537,THE SIGNATURE,2022,TOYOTA INNOVA 2.8 E DIESEL AT DS 016,EAF4380,S9A824,BLACKISH RED MICA,"10,818","1,091,000.00"
1538,MARCELO GREEN,2018,TOYOTA INNOVA 2.8 E DIESEL MT CB 007,NBF4062,A7Z032,BLACK,"175,924","567,900.00"
1539,ENTRATA,2017,TOYOTA INNOVA 2.8 E DSL MT CB 003,DAE2710,VY9372,BLACK,"276,991","562,000.00"
1540,ENTRATA,2018,TOYOTA INNOVA 2.8 TOURING SPORT AT CV 010,NCB7969,A1U844,BLUE MICA METALLIC,"96,796","663,000.00"
1541,MARCELO GREEN,2019,TOYOTA INNOVA 2.8E DIESEL A/T CE-008,,P2W842,BLACK,"276,084","586,500.00"
1542,THE SIGNATURE,2018,TOYOTA INNOVA E 2.8L MT DSL,DAC2639,A4M195,BLACKISH RED MICA,"44,477","725,000.00"
"",,,,,,DARK RED MICA,,
1543,AXIS TOWER,2023,TOYOTA RUSH G GR-S 1.5 A/T - CR-003,DBG5272,S9F822,,"12,208","834,400.00"
"",,,,,,METALLIC,,
1544,AXIS TOWER,2023,TOYOTA RUSH G GR-S 1.5 A/T - CR-003,DBI2829,Z3S750,BLACK METALLIC,"8,797","936,000.00"
1545,AXIS TOWER,2023,TOYOTA VELOZ V 1.5 CVT-6T-005,DBI4873,Z5J602,BLACK METALLIC,"3,945","1,045,000.00"
1546,ENTRATA,2022,TOYOTA VIOS 1.3 XLE  CVT - EK-029,GAM1826,S9D156,SILVER METALLIC,"11,189","621,000.00"
1547,MARCELO GREEN,2023,TOYOTA VIOS 1.3 XLE CVT EK - 029,DAS7465,,BLACK,"17,403","643,150.00"
1548,MARCELO GREEN,2020,TOYOTA VIOS 1.3 XLE CVT EK 003,NFV7613,P7D035,BLACKISH RED,"63,449","495,000.00"
"",,,,,,GRAYISH BLUE MICA,,
1549,MARCELO GREEN,2023,TOYOTA VIOS 1.3 XLE CVT EK 029,NII6859,Z2G571,,"14,460","555,200.00"
"",,,,,,METALLIC,,
1550,MARCELO GREEN,2020,TOYOTA VIOS 1.3 XLE CVT EK003,,P5Q893,THERMALYTE,"91,133","454,000.00"
"",,,,,,ALUMINA JADE,,
1551,PROMENADE,2023,TOYOTA VIOS 1.3 XLE CVT -EK-029,NHA3595,Z5O882,,"11,362","700,000.00"
"",,,,,,METALLIC,,
1552,THE SIGNATURE,2023,TOYOTA VIOS 1.3 XLE CVT-EK -029,NHC9380,Z2G682,GRAYISH BLUE,"20,265","498,750.00"
1553,AXIS TOWER,2022,TOYOTA VIOS 1.3 XLE CVT-EK-029,NFO2570,S9L817,RED MICA METALIC,"9,813","528,700.00"
1554,AXIS TOWER,2023,TOYOTA VIOS 1.3 XLE CVT-EK-029,DBI3442,Z5L829,BLACK,"5,039","629,100.00"
"",,,,,,ALUMINA JADE,,
1555,MARCELO GREEN,2023,TOYOTA VIOS 1.3 XLE CVT-EK-029,,Z6V237,,"7,304","594,150.00"
"",,,,,,METALLIC,,
1556,PROMENADE,2022,TOYOTA VIOS 1.3 XLE CVT-EK-029,NFE9569,S9L937,SILVER METALLIC 1,"6,181","527,850.00"
"",,,,,,GRAYISH BLUE MICA,,
1557,PROMENADE,2022,TOYOTA VIOS 1.3 XLE CVT-EK-029,NFP1684,S9X150,,"35,503","529,550.00"
"",,,,,,METALLIC,,
1558,SANFORD,2019,TOYOTA VIOS 1.3E AT GAS,EAD5769,P3M099,GREEN,"59,382","426,600.00"
1559,PROMENADE,2016,TOYOTA VIOS 1.3E GAS A/T - AX,ABE5222,YU5966,GRAY METALLIC,"88,647","288,150.00"
1560,MARCELO GREEN,2016,TOYOTA VIOS 1.3E GAS A/T-AX,ABG5661,YS3398,ORANGE METALLIC,"107,015","272,000.00"
1561,PROMENADE,2015,TOYOTA VIOS 1.3E GAS AT AX,AKA8017,YL6292,GRAY METALLIC,unavailable,"223,200.00"
1562,AXIS TOWER,2018,TOYOTA VIOS 1.3E GAS AT CJ,NBK8445,A3B587,BLACK,"43,594","369,000.00"
"",,,,,,ALUMINA JADE,,
1563,AXIS TOWER,2018,TOYOTA VIOS 1.3E GAS AT CJ 014,NCQ7278,A1S241,,"91,141","412,000.00"
"",,,,,,METALLIC,,
1564,AXIS TOWER,2018,TOYOTA VIOS 1.3E GAS AT CJ 014,NBI7608,A2C281,BLACK,"304,766","314,000.00"
1565,ENTRATA,2018,TOYOTA VIOS 1.3E GAS AT CJ 014,NCP6490,A1K379,THERMALYTE,"101,466","356,150.00"
1566,ENTRATA,2018,TOYOTA VIOS 1.3E GAS AT CJ 014,NCS7321,A6C088,ORANGE METALLIC,"39,104","354,450.00"
"",,,,,,ALUMINA JADE,,
1567,ENTRATA,2017,TOYOTA VIOS 1.3E GAS MT,DAB3392,VQ1551,,"101,398","328,000.00"
"",,,,,,METALLIC,,
1568,AXIS TOWER,2017,TOYOTA VIOS 1.3E GAS MT CH,NAT7277,A0D377,ALUMINA JADE,"237,705","238,000.00"
1569,ENTRATA,2018,TOYOTA VIOS 1.3E GAS MT CH,,A2K947,BLACK,"78,380","373,000.00"
1570,MARCELO GREEN,2016,TOYOTA VIOS 1.3E GAS MT CH,DCP4804,VG8282,BLACKISH RED MICA,"81,380","277,000.00"
1571,STA. MARIA,2017,TOYOTA VIOS 1.3E GAS MT CH,NBY3268,WA2815,BLACKISH RED MICA,"166,571","276,000.00"
1572,AXIS TOWER,2018,TOYOTA VIOS 1.3E GAS MT CH 015,,A4K005,RED MICA METALLIC,"53,445","277,500.00"
1573,ENTRATA,2019,TOYOTA VIOS 1.3E M/T CP-002,DAM3191,P1Y428,BLACKISH RED MICA,77734,"348,500.00"
1574,THE SIGNATURE,2018,TOYOTA VIOS 1.3E M/T-CP-002,NBC8365,,BLACK,"67,532","317,900.00"
1575,MARCELO GREEN,2016,TOYOTA VIOS 1.3E MT AW,NDV7784,YZ7066,THERMALYTE,"90,847","378,000.00"
1576,PROMENADE,2018,TOYOTA VIOS 1.3E MT GAS,NCG8772,VO3585,BLACKISH RED MICA,"155,928","275,400.00"
1577,SANFORD,2017,TOYOTA VIOS 1.3E MT GAS,NAS1137,VX8804,RED,"93,396","293,400.00"
1578,AXIS TOWER,2017,TOYOTA VIOS 1.3J GAS MT CF,NDG5079,VL0756,THERMALYTE,"311,677","208,000.00"
1579,ENTRATA,2017,TOYOTA VIOS 1.3J GAS MT CF,DAA9081,VJ9069,FREEDOM WHITE,"88,894","257,550.00"
1580,MARCELO GREEN,2017,TOYOTA VIOS 1.3J GAS MT CP 017,NBY7952,WA7655,THERMALYTE,"110,498","256,700.00"
1581,ENTRATA,2019,TOYOTA VIOS 1.3J M/T CN 003,DAO4766,P3Z734,THERMALYTE,"60,145","357,300.00"
1582,ENTRATA,2015,TOYOTA VIOS 1.3J MT,ABL7315,YN5217,FREEDOM WHITE,"732,984","57,750.00"
1583,SANFORD,2015,TOYOTA VIOS 1.3L AT GAS,ABH1590,,BLACK,"90,861","276,300.00"
1584,MARCELO GREEN,2018,TOYOTA VIOS E 1.3L AT GAS (NEWLOOK),NDA3682,A7654,BLUE MICA METALLIC,"43,838","430,000.00"
1585,STA. MARIA,2020,TOYOTA WIGO 1.0 G AT-V7-002,DAO7426,P5F453,RED,"14,433","392,000.00"
1586,PROMENADE,2020,TOYOTA WIGO 1.0 G MT V6 001,NAN3966,P6F937,ORANGE METALLIC,"32,167","378,000.00"
1587,AXIS TOWER,2020,TOYOTA WIGO 1.0 G MT- V6-001,NEU1839,P4T890,ORANGE METALLIC,"60,866","369,000.00"
1588,AXIS TOWER,2017,TOYOTA WIGO 1.0 G MT-V6,NCC2655,WB4385,WHITE,"37,817","234,600.00"
"",,,,,,DARK BLUE MICA,,
1589,AXIS TOWER,2016,TOYOTA WIGO 1.0G AT U3,ACP1621,VD9657,,"107,262","201,600.00"
"",,,,,,METALLIC,,
"",,,,,Conduction,,,
Item No.,Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
"",,,,,Sticker No.,,,
1590,CEBU TINGUB,2017,FORD ECOSPORT 5DR AMBIENTE 1.5L MT,FAA6458,IN3078,WHITE,"84,578","311,400.00"
1591,CEBU ORIENTAL,2018,FORD ECOSPORT 5DR TITANIUM 1.5L AT,GAE3597,C0X429,BRISBANE BROWN,"75,681","490,000.00"
1592,CEBU ORIENTAL,2017,FORD ECOSPORT 5DR TREND 1.5L AT,HAA6254,C0N593,INGOT SILVER,"92,202","256,100.00"
1593,CEBU TINGUB,2017,FORD EVEREST TITANIUM 4X2 2.2L PREMIUM,FAC2066,,METEOR GRAY,"103,628","753,600.00"
1594,CEBU TINGUB,2018,FORD EVEREST TITANIUM+ 2.2L AT,HAS4538,C1Q386,SUNSET RED PAIN,"37,691","1,030,000.00"
"",CEBU,,,,,,,
1595,,2018,FORD EVEREST TREND 2.2L 4X2 AT,GAF4695,C1C501,ARCTIC WHITE,"60,716","943,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
1596,,2018,FORD FIESTA 1.5L TREND 5DR MT,HAA9280,C0S921,FROZEN WHITE,"117,534","254,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,FORD NXT GENERATION RANGER2.0L,,,,,
1597,,2023,,,C5G955,LUXE YELLOW,"13,156","1,449,000.00"
"",NICOPOLIS,,WLDTRAK4X2 6AT,,,,,
1598,CEBU TINGUB,2019,FORD RANGER 2.2L XLT 4X2 AT,HAB5204,C2L227,METEOR GREY,"117,783","790,000.00"
1599,CEBU TINGUB,2018,FORD RANGER DOUBLE HI RIDER WILDTRAK,HAA9813,C1L022,COOL WHITE,"244,406","463,800.00"
"",,,FORD RANGER DOUBLE HI RIDER WILDTRAK 4X2,,,,,
1600,CEBU TINGUB,2016,,,ADQ88,BLACK MICA,"107,620","642,000.00"
"",,,AT 2,,,,,
1601,CEBU ORIENTAL,2018,FORD RANGER WILDTRAK 3.2L 4X4 MT,,C1O932,COOL WHITE,unavailable,"584,250.00"
"",CEBU,,,,,,,
1602,,2016,HYUNDAI EON 0.8 GLX MT,GDN4028,MP4890,WHITE,"114,293","139,000.00"
"",NICOPOLIS,,,,,,,
1603,CEBU TINGUB,2014,HYUNDAI EON 0.8L GLS MT,AAM3492,MK8381,PRISTINE BLUE,"92,202","143,000.00"
1604,CEBU TINGUB,2023,HYUNDAI STARGAZER 1.5 GL IVT,K2V640,,SILVER,"2,313","855,000.00"
1605,CEBU TINGUB,2023,HYUNDAI STARGAZER 1.5 GLS  IVT,,K2X711,DRAGON RED PEARL,"2,377","837,600.00"
"",CEBU,,,,,,,
1606,,2024,HYUNDAI STARGAZER 1.5 GLS IVT,,K3D438,WHITE,"4,988","888,000.00"
"",NICOPOLIS,,,,,,,
1607,CEBU TINGUB,2023,HYUNDAI STARGAZER 1.5 GLS PREMIUM IVT,FAO5296,K2V965,MIDNIGHT BLACK,"5,312","803,600.00"
"",CEBU,,,,,COOL SILVER,,
1608,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y3F276,,"10,907","659,000.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,COOL SILVER,,
1609,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y1U530,,"14,269","551,650.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,TITANIUM GRAY,,
1610,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAK1761,Y2B821,,"7,010","555,050.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,TITANIUM GRAY,,
1611,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y3J809,,"7,230","555,900.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,,,
1612,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y1U389,GRAY METALLIC,"8,742","620,350.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,TITANIUM GRAY,,
1613,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,FAO4618,Y2F103,,"25,081","596,600.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,COOL SILVER,,
1614,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y2K481,,"5,927","616,550.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,COOL SILVER,,
1615,,2021,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAV6984,B8S672,,"78,497","373,500.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,COOL SILVER,,
1616,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,,Y3E775,,"3,939","657,000.00"
"",NICOPOLIS,,,,,METALLIC,,
1617,CEBU ORIENTAL,2022,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,GAR5466,B9Z077,RED,"25,095","454,400.00"
"",,,,,,TITANIUM GRAY,,
1618,CEBU TINGUB,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,FAO4611,Y2F054,,"24,198","513,600.00"
"",,,,,,METALLIC,,
1619,CEBU TINGUB,2023,MITSUBISHI MIRAGE G4 GLX 1.2G CVT,NEE1104,Y1H770,TITANIUM GRAY M,"24,626","645,000.00"
"",CEBU,,,,,TITANIUM GRAY,,
1620,,2023,MITSUBISHI MIRAGE G4 GLX 1.2G MT,GAK7015,Y2J447,,"10,446","588,050.00"
"",NICOPOLIS,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1621,CEBU TINGUB,2023,MITSUBISHI MIRAGE G4 GLX 1.2G MT,,Y1J110,,"6,160","461,250.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1622,CEBU ORIENTAL,2022,MITSUBISHI MIRAGE G4 GLX A/T,FAJ6239,B9Q551,,"11,179","457,600.00"
"",,,,,,METALLIC,,
"",CEBU,,,,,,,
1623,,2023,MITSUBISHI MIRAGE GLX 1.2G CVT,,Y1J832,RED METALLIC,"12,610","523,600.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,TITANIUM GRAY,,
1624,,2022,MITSUBISHI MIRAGE GLX 1.2G HATCHBACK MT,,Y0K358,,"33,003","421,600.00"
"",NICOPOLIS,,,,,METALLIC,,
"",CEBU,,,,,,,
1625,,2023,MITSUBISHI MIRAGE GLX 1.2G MT,,Y2I014,RED METALLIC,"5,770","451,200.00"
"",NICOPOLIS,,,,,,,
"",,,,,,TITANIUM GRAY,,
1626,CEBU TINGUB,2023,MITSUBISHI MIRAGE GLX 1.2G MT,GAK9537,Y2F510,,"6,705","480,250.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
1627,CEBU ORIENTAL,2023,MITSUBISHI MIRAGE GLX 1.2G MT HATCHBACK,,Y1J526,,"7,078","395,500.00"
"",,,,,,METALLIC,,
1628,CEBU TINGUB,2023,MITSUBISHI MIRAGE GLX 1.2G MT HATCHBACK,FAO2489,Y0Q433,RED METALLIC,"40,508","471,600.00"
"",,,,,,TITANIUM GRAY,,
1629,CEBU TINGUB,2022,MITSUBISHI MIRAGE GLX 1.2G MT HATCHBACK,,Y0K365,,"6,013","377,300.00"
"",,,,,,METALLIC,,
1630,CEBU ORIENTAL,2017,MITSUBISHI MIRAGE GLX 1.2G MT-17MY,,B1F053,MAJESTIC RED,"59,801","222,700.00"
"",CEBU,,,,,,,
1631,,2022,Mitsubishi Mirage GLX Hatchback 1.2G CVT,,B9Q227,RED METALLIC,"35,274","560,000.00"
"",NICOPOLIS,,,,,,,
"",,,,,,TITANIUM GRAY,,
1632,CEBU ORIENTAL,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,GAS1733,Y0M875,,"8,804","575,000.00"
"",,,,,,METALLIC,,
"",CEBU,,,,,,,
1633,,2023,MITSUBISHI MIRAGE HATCHBACK GLX 1.2 CVT AT,,Y1J762,RED METALLIC,"7,712","401,050.00"
"",NICOPOLIS,,,,,,,
1634,CEBU TINGUB,2022,MITSUBISHI MIRAGE HATCHBACK GLX 1.2 CVT AT,GAR1341,B9Z521,RED METALLIC,"18,137","505,800.00"
1635,CEBU ORIENTAL,2023,MITSUBISHI MONTERO SPORT GLX 4X2 MT,FAO6553,Y1R071,STERLING SILVER,"14,080","1,319,550.00"
"",CEBU,,,,,,,
1636,,2022,MITSUBISHI STRADA ATHLETE 4X4 AT,,Y0E324,JET BLACK MICA,"72,359","1,108,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,STERLING SILVER,,
1637,,2023,MITSUBISHI STRADA GLS 2.4D 2WD A/T,,Y2T907,,"11,422","1,181,800.00"
"",NICOPOLIS,,,,,METALLIC,,
"",,,,,,GRAPHITE GRAY,,
1638,CEBU ORIENTAL,2023,MITSUBISHI STRADA GLS 2.4D 2WD AT,,Y1W041,,"21,827","1,037,000.00"
"",,,,,,METALLIC,,
"",CEBU,,,,,,,
1639,,2023,MITSUBISHI STRADA GLS 2.4D 4WD MT,,Y0R009,JET BLACK MICA,"40,384","1,205,100.00"
"",NICOPOLIS,,,,,,,
1640,CEBU TINGUB,2019,MITSUBISHI STRADA GLS 2.4L 2WD MT,,B5L947,JET BLACK MICA,"60,018","714,000.00"
"",,,,,,IMPULSE BLUE,,
1641,CEBU ORIENTAL,2018,MITSUBISHI STRADA GLS 2.4L DSL AT 2WD,DAC8983,B2T795,,"77,463","664,000.00"
"",,,,,,METALLIC,,
"",CEBU,,,,,,,
1642,,2023,MITSUBISHI XPANDER GLS 2WD AT,GBA2079,Y3O667,GRAPHITE GRAY,"26,234","881,600.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,PREMIUM CORONA,,
1643,,2022,NISSAN ALMERA 1.0 VE TURBO CVT,,F4S829,,"17,532","799,000.00"
"",NICOPOLIS,,,,,ORANGE,,
1644,CEBU TINGUB,2020,NISSAN ALMERA 1.5L E MT GASOLINE,FAL8018,F4A658,BLUISH BLACK,"45,171","339,150.00"
1645,CEBU ORIENTAL,2023,NISSAN LIVINA 1.5 VE AT,,F5J685,ONYX BLACK,"3,997","793,600.00"
1646,CEBU TINGUB,2023,NISSAN NAVARA 2.5 VE CALIBRE MT 4X2,,F5U031,ALPINE WHITE,"18,111","1,028,700.00"
"",CEBU,,,,,FORGED METALLIC,,
1647,,2023,NISSAN NAVARA BMC 4X2 VE MT 2.5L DIESEL,,F5Y191,,"27,965","1,073,500.00"
"",NICOPOLIS,,,,,COPPER,,
"",,,,,,FORGED METALLIC,,
1648,CEBU TINGUB,2022,NISSAN NP300 NAVARA 2.5 VE AT 4X2,NES6083,F4W914,,"36,028","891,650.00"
"",,,,,,COPPER,,
1649,CEBU TINGUB,2019,NISSAN NP300 NAVARA 4X2 EL MT CALIBRE,LAF4122,F2C667,ALPINE WHITE,"125,278","625,600.00"
1650,CEBU ORIENTAL,2018,NISSAN NP300 NAVARA 4X4 VL 2.5L AT,FAD4636,F0I311,ALPINE WHITE,"46,069","750,550.00"
"",,,NISSAN NV350 URVAN 2.5L STANDARD 15 SEATER,,,,,
1651,CEBU ORIENTAL,2020,,HAB7031,F2U924,ALPINE WHITE,"317,938","424,200.00"
"",,,MT,,,,,
1652,CEBU TINGUB,2020,NISSAN SYLPHY 1.8L CVT,GAT5695,F3P574,ASPEN WHITE,"25,747","416,400.00"
1653,CEBU TINGUB,2018,NISSAN URVAN 2.5L 15 SEATER MT,GAI1302,F0U017,ALPINE WHITE,"75,998","624,750.00"
1654,CEBU TINGUB,2022,SUZUKI DZIRE GL MT MC,,G3K696,WHITE,"33,347","358,400.00"
"",CEBU,,,,,,,
1655,,2024,SUZUKI DZIRE GLP AGS,,G4W708,RED,"3,160","664,050.00"
"",NICOPOLIS,,,,,,,
1656,CEBU TINGUB,2022,SUZUKI DZIRE GLP AMT MC,HAG1073,G3L727,BROWN,"27,977","590,000.00"
"",CEBU,,,,,,,
1657,,2023,SUZUKI S-PRESSO 1.0 GL-MT-SE,FAN8160,G4E620,WHITE,"38,318","449,350.00"
"",NICOPOLIS,,,,,,,
1658,CEBU TINGUB,2020,SUZUKI SUPER CARRY UV AMC,GAM5021,G1U430,WHITE PEARL,unavailable,"283,050.00"
1659,CEBU TINGUB,2020,SUZUKI SUPER CARRY UV AMC,GAM7230,G1U738,WHITE,"73,020","323,000.00"
1660,CEBU TINGUB,2016,SUZUKI SWIFT 1.2 AT MC,HAA1850,UE2535,SILVER,"89,314","248,200.00"
"",CEBU,,,,,,,
1661,,2014,SUZUKI SX4 CROSSOVER 1.6L AT GAS,AAF5385,UB7890,BLACK,"101,956","194,400.00"
"",NICOPOLIS,,,,,,,
1662,CEBU ORIENTAL,2019,SUZUKI VITARA GLX AT,GAJ9625,G1B593,RED/BLACK,"68,470","410,400.00"
1663,CEBU ORIENTAL,2016,TOYOTA AVANZA 1.3J M/T 5 SEATER - U5,,YV2154,WHITE,"217,537","204,000.00"
"",CEBU,,,,,,,
1664,,2018,TOYOTA INNOVA 2.8 E DIESEL AT CE 008,HAA9987,A6F027,BLACK,"115,239","666,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
1665,,2019,TOYOTA INNOVA 2.8 J DIESEL MT BZ 003,FAM9431,P0U249,RED MICA METALLIC,"139,727","511,700.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,ALUMINA JADE,,
1666,,2019,TOYOTA VIOS 1.3 AT CQ 001,GAJ3918,A8U371,,"182,070","296,650.00"
"",NICOPOLIS,,,,,METALLIC,,
1667,CEBU TINGUB,2024,TOYOTA VIOS 1.3 XLE M/T - ED-030,,Z7K484,SILVER METALLIC,639,"759,050.00"
1668,CEBU ORIENTAL,2017,TOYOTA VIOS 1.3E GAS AT CJ 014,NAZ9938,A0P858,BLACKISH RED MICA,"113,800","300,050.00"
1669,CEBU TINGUB,2018,TOYOTA VIOS 1.3E GAS AT CJ 014,GAF3503,A4V994,BLACKISH RED MICA,"121,111","329,400.00"
1670,CEBU ORIENTAL,2016,TOYOTA VIOS 1.3E GAS MT CH,NDC8556,VJ3736,THERMALYTE,"49,828","258,300.00"
1671,CEBU TINGUB,2022,TOYOTA WIGO 1.0 G AT,,S7A488,GRAY METALLIC,"32,332","440,300.00"
"",CEBU,,,,,,,
1672,,2017,TOYOTA WIGO 1.0 G MT U2,GEC8887,VH6288,SILVER METALLIC,"68,509","242,100.00"
"",NICOPOLIS,,,,,,,
Item,,,,,Conduction,,,
"",Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
No.,,,,,Sticker No.,,,
1673,DAVAO DIAMOND,2018,FORD ECOSPORT 1.5L TREND MT,NBI8680,C0R422,RED CANDY,"77,682","344,250.00"
1674,DAVAO DIAMOND,2017,FORD ECOSPORT 5DR TREND 1.5L MT,DAA2443,IN5484,IGOT SILVER,"92,929","299,200.00"
"",,,FORD ECOSPORT TITANIUM 5DR 1.5L AT BLACK,,,,,
1675,DAVAO DIAMOND,2016,,NCX7796,IM8287,BRISBANE BROWN,"58,740","306,000.00"
"",,,PACK,,,,,
1676,DAVAO DIAMOND,2017,FORD EVEREST 2.2L 4X2 TITANIUM AT,MAF1222,C0K942,METEOR GREY,"153,233","894,000.00"
1677,DAVAO DIAMOND,2016,FORD EVEREST AMBIENTE 4X2 2.2L AT DSL.,,IJ8666,TRUE RED,"124,179","532,800.00"
1678,DAVAO DIAMOND,2018,FORD EVEREST TREND 2.2L 4X2 AT,ZAA6146,C0S562,ALUMINUM METALLIC,"92,339","800,700.00"
1679,DAVAO DIAMOND,2019,FORD RANGER 2.0L 4X2 WILDTRAK MT WITH NAVI,LAD4337,C1Y108,METEOR GRAY,"145,217","639,000.00"
1680,DAVAO DIAMOND,2019,FORD RANGER 2.0L RAPTOR 4X4 AT,NDN2157,C2K497,ARCTIC WHITE,"131,982","1,055,250.00"
"",,,FORD RANGER 2.0L WILDTRAK 2.0L WILDTRAK,,,,,
1681,DAVAO DIAMOND,2019,,NDI8065,C2A370,SABER,unavailable,"523,200.00"
"",,,4X4 A,,,,,
1682,DAVAO DIAMOND,2019,FORD RANGER 2.0L WILDTRAK 4X4 AT,NDJ1278,C2I524,ARCTIC WHITE,"50,720","787,500.00"
